time,x,y,linear,angular
1777266864.74109,-0.288754843664261,0.21872581258710627,0.0,1.0
1777266864.9412582,-0.288754843664261,0.21872581258710627,0.0,1.0
1777266865.141122,-0.28244127645698036,0.23528279021707502,0.0,1.0
1777266865.3413112,-0.28244127645698036,0.23528279021707502,0.0,1.0
1777266865.5411196,-0.27267348963213,0.2736713543885916,0.0,1.0
1777266865.7412922,-0.27267348963213,0.2736713543885916,0.0,1.0
1777266865.940709,-0.30321015492601455,0.3156400595452212,0.0,0.6799999999999999
1777266866.14129,-0.30321015492601455,0.3156400595452212,0.005048265680670738,0.6015021204948425
1777266866.341111,-0.2717432064927122,0.3067414042388834,0.006415166892111301,0.5483499765396118
1777266866.5412788,-0.2717432064927122,0.3067414042388834,-0.00020668604702223092,0.49156469106674194
1777266866.741199,-0.30929474393253154,0.3527985876105352,-0.06492967903614044,0.3842940330505371
1777266866.941317,-0.30929474393253154,0.3527985876105352,-0.1047944650053978,0.31795766949653625
1777266867.1408024,-0.30929474393253154,0.3527985876105352,-0.13312387466430664,0.22324740886688232
1777266867.3408096,-0.30929474393253154,0.3527985876105352,-0.08363022655248642,0.10178589820861816
1777266867.542342,-0.2585831613506599,0.30778168063256955,-0.11816882342100143,0.06095999851822853
1777266867.74402,-0.2585831613506599,0.30778168063256955,-0.14890071749687195,-0.013352380134165287
1777266867.9409413,-0.2585831613506599,0.30778168063256955,-0.15966203808784485,-0.0566721111536026
1777266868.140721,-0.2585831613506599,0.30778168063256955,-0.16276562213897705,-0.09043241292238235
1777266868.340816,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266868.540754,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266868.7409832,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266868.9410117,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266869.1408222,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266869.3409326,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266869.5407677,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266869.7407453,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266869.9409096,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266870.1409106,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266870.340744,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266870.5409765,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266870.7413228,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266870.941215,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266871.1409726,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266871.340811,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266871.5413153,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266871.740726,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266871.941021,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266872.140772,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266872.3408635,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266872.541267,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266872.7407875,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266872.9411194,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266873.1412568,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266873.3412197,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266873.5409248,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266873.7408967,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266873.9409304,-0.2585831613506599,0.30778168063256955,0.0,0.0
1777266874.140916,-0.2585831613506599,0.30778168063256955,-0.15000000596046448,0.0
1777266874.3411927,-0.2585831613506599,0.30778168063256955,-0.15000000596046448,0.0
1777266874.541019,-0.2585831613506599,0.30778168063256955,-0.15000000596046448,0.0
1777266874.7409945,-0.2585831613506599,0.30778168063256955,-0.15000000596046448,0.0
1777266874.941133,-0.2585831613506599,0.30778168063256955,-0.15000000596046448,0.0
1777266875.1409953,-0.2585831613506599,0.30778168063256955,-0.15000000596046448,0.0
1777266875.3412573,-0.2585831613506599,0.30778168063256955,-0.15000000596046448,0.0
1777266875.540835,-0.10757994596565963,0.07354915280028597,-0.15000000596046448,0.0
1777266875.7409456,-0.10757994596565963,0.07354915280028597,-0.15000000596046448,0.0
1777266875.94091,-0.10757994596565963,0.07354915280028597,-0.15000000596046448,0.0
1777266876.140941,-0.10757994596565963,0.07354915280028597,-0.15000000596046448,0.0
1777266876.3407843,-0.10757994596565963,0.07354915280028597,-0.15000000596046448,0.0
1777266876.5409796,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266876.7415001,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266876.9409764,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266877.1409514,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266877.340932,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266877.540962,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266877.7408276,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266877.9408233,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266878.1409278,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266878.3407454,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266878.5407536,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266878.741106,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266878.9407258,-0.10757994596565963,0.07354915280028597,0.0,0.0
1777266879.1408467,-0.10757994596565963,0.07354915280028597,0.0,0.32
1777266879.3407862,-0.10757994596565963,0.07354915280028597,0.0,0.8
1777266879.5409145,-0.10757994596565963,0.07354915280028597,0.0,1.0
1777266879.7414978,-0.10757994596565963,0.07354915280028597,0.0,1.0
1777266879.9409447,0.028264343848616966,-0.06273732043858188,0.0,1.0
1777266880.140919,0.03238063973516854,-0.0677858508976315,0.0,1.0
1777266880.3409514,0.03238063973516854,-0.0677858508976315,0.0,1.0
1777266880.5409617,-0.0010675318326714117,-0.09127274770214769,0.0,1.0
1777266880.7410614,-0.12817430882323272,0.13631123756338293,0.0,1.0
1777266880.9426239,-0.12817430882323272,0.13631123756338293,0.0,0.9414951599659545
1777266881.1410177,-0.1416964534192639,0.13494365437649913,0.0,0.49556108503589036
1777266881.3408308,-0.1416964534192639,0.13494365437649913,0.0,0.0
1777266881.5413477,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266881.7410927,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266881.9412231,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266882.1407735,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266882.340878,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266882.5411956,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266882.7409453,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266882.9409287,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266883.1408799,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266883.3412263,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266883.5408964,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266883.7407954,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266883.941219,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266884.1408126,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266884.3407998,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266884.5412495,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266884.74077,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266884.9407318,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266885.140751,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266885.3407428,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266885.5415244,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266885.740785,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266885.9409668,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266886.141103,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266886.3416986,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266886.5410073,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266886.7413485,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266886.940849,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266887.1407645,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266887.3409648,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266887.541025,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266887.74115,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266887.9410276,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266888.1409,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266888.3409429,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266888.540964,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266888.7407591,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266888.940743,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266889.1409152,-0.2002917533683879,0.21799502560294037,0.0,0.0
1777266889.341037,-0.2002917533683879,0.21799502560294037,0.0,0.0
